date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:43:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:23%20GMT	http://www.bashundharagroup.com/page/chairmans-message	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/chairmans-message	(from https://www.bashundharagroup.com/)
09:43:24	59782/59782	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:23%20GMT	https://www.bashundharagroup.com/page/mission-vision-values	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/mission-vision-values.html	(from https://www.bashundharagroup.com/)
09:43:26	59961/59961	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:24%20GMT	https://www.bashundharagroup.com/page/chairmans-message	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/chairmans-message.html	(from https://www.bashundharagroup.com/)
09:43:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:24%20GMT	http://www.bashundharagroup.com/page/life-and-works-of-the-chairman	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/life-and-works-of-the-chairman	(from https://www.bashundharagroup.com/)
09:43:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:26%20GMT	http://www.bashundharagroup.com/page/toggi-real-estate-and-construction-limited	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/toggi-real-estate-and-construction-limited	(from https://www.bashundharagroup.com/)
09:43:28	60633/60633	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:26%20GMT	https://www.bashundharagroup.com/page/life-and-works-of-the-chairman	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/life-and-works-of-the-chairman.html	(from https://www.bashundharagroup.com/)
09:43:30	57343/57343	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:28%20GMT	https://www.bashundharagroup.com/page/toggi-real-estate-and-construction-limited	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/toggi-real-estate-and-construction-limited.html	(from https://www.bashundharagroup.com/)
09:43:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:28%20GMT	http://www.bashundharagroup.com/page/rangpur-riders	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/rangpur-riders	(from https://www.bashundharagroup.com/)
09:43:32	57453/57453	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:30%20GMT	https://www.bashundharagroup.com/page/rangpur-riders	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/rangpur-riders.html	(from https://www.bashundharagroup.com/)
09:43:32	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:30%20GMT	http://www.bashundharagroup.com/page/bashundhara-import-export-limited	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/bashundhara-import-export-limited	(from https://www.bashundharagroup.com/)
09:43:34	58154/58154	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:32%20GMT	https://www.bashundharagroup.com/page/bashundhara-import-export-limited	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/bashundhara-import-export-limited.html	(from https://www.bashundharagroup.com/)
09:43:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:33%20GMT	http://www.bashundharagroup.com/gridpage/news	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/gridpage/news	(from https://www.bashundharagroup.com/)
09:43:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:34%20GMT	http://www.bashundharagroup.com/albums	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/albums	(from https://www.bashundharagroup.com/)
09:43:35	304126/304126	---MCZ	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:34%20GMT	https://www.bashundharagroup.com/gridpage/news	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/gridpage/news.html	(from https://www.bashundharagroup.com/)
09:43:35	66492/66492	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:34%20GMT	https://www.bashundharagroup.com/albums	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/albums.html	(from https://www.bashundharagroup.com/)
09:43:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:35%20GMT	http://www.bashundharagroup.com/categories/video	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/categories/video	(from https://www.bashundharagroup.com/)
09:43:36	75828/75828	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:35%20GMT	https://www.bashundharagroup.com/categories/video	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/categories/video.html	(from https://www.bashundharagroup.com/)
09:43:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:35%20GMT	http://www.bashundharagroup.com/page/facebook	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/facebook	(from https://www.bashundharagroup.com/)
09:43:37	64980/64980	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:36%20GMT	https://www.bashundharagroup.com/page/facebook	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/facebook.html	(from https://www.bashundharagroup.com/)
09:43:37	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:36%20GMT	http://www.bashundharagroup.com/page/youtube	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/youtube	(from https://www.bashundharagroup.com/)
09:43:38	57460/57460	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:37%20GMT	https://www.bashundharagroup.com/page/youtube	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/page/youtube.html	(from https://www.bashundharagroup.com/)
09:43:39	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:43:37%20GMT	http://www.bashundharagroup.com/contact	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/contact	(from https://www.bashundharagroup.com/)
09:43:39	58407/58407	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:43:38%20GMT	https://www.bashundharagroup.com/contact	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/contact.html	(from https://www.bashundharagroup.com/)
09:43:58	117046/117046	---M--	200	added ('OK')	image/jpeg	etag:%221c936-56f9828b1b400%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1523077938.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1523077938.jpg	(from https://www.bashundharagroup.com/)
09:44:14	211676/211676	---M--	200	added ('OK')	image/jpeg	etag:%2233adc-56f9828b1b400%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1523077954.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1523077954.jpg	(from https://www.bashundharagroup.com/)
09:44:23	265239/265239	---M--	200	added ('OK')	image/jpeg	etag:%2240c17-56f9831840100%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1525776253.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1525776253.jpg	(from https://www.bashundharagroup.com/)
09:44:24	157107/157107	---M--	200	added ('OK')	image/jpeg	etag:%22265b3-56f9831a28580%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1525930454.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1525930454.jpg	(from https://www.bashundharagroup.com/)
09:44:32	328092/328092	---M--	200	added ('OK')	image/jpeg	etag:%225019c-59de0e6cd4280%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1580964144.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1580964144.jpg	(from https://www.bashundharagroup.com/)
09:44:47	148635/148635	---M--	200	added ('OK')	image/jpeg	etag:%222449b-56f9831c10a00%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1525930955.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1525930955.jpg	(from https://www.bashundharagroup.com/)
09:44:47	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:44:47%20GMT	http://www.bashundharagroup.com/article/bashundhara-launches-toiletries-venture	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-launches-toiletries-venture.30.delayed	(from https://www.bashundharagroup.com/)
09:44:49	73518/73518	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:44:47%20GMT	https://www.bashundharagroup.com/article/bashundhara-launches-toiletries-venture	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-launches-toiletries-venture.html	(from https://www.bashundharagroup.com/)
09:44:52	228946/228946	---M--	200	added ('OK')	image/jpeg	etag:%2237e52-56f9831a28580%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1525930722.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1525930722.jpg	(from https://www.bashundharagroup.com/)
09:44:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:44:52%20GMT	http://www.bashundharagroup.com/article/bashundhara-group-gets-int%e2%80%99l-recognition-for-csr-excellence	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-gets-int%e2%80%99l-recognition-for-csr-excellence.33.delayed	(from https://www.bashundharagroup.com/)
09:44:54	75301/75301	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:44:52%20GMT	https://www.bashundharagroup.com/article/bashundhara-group-gets-int%e2%80%99l-recognition-for-csr-excellence	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-gets-int%e2%80%99l-recognition-for-csr-excellence.html	(from https://www.bashundharagroup.com/)
09:44:56	33084/33084	---M--	200	added ('OK')	image/jpeg	etag:%22813c-5ff013c396d80%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1687755643.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1687755643.jpg	(from https://www.bashundharagroup.com/)
09:44:56	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:44:55%20GMT	http://www.bashundharagroup.com/article/ewpd-moves-to-digitise-documentation-with-support-of-techone	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/ewpd-moves-to-digitise-documentation-with-support-of-techone	(from https://www.bashundharagroup.com/)
09:44:56	16104/16104	---M--	200	added ('OK')	image/jpeg	etag:%223ee8-5aada7f5dcf00%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1595230293.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1595230293.jpg	(from https://www.bashundharagroup.com/)
09:44:58	72249/72249	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:44:56%20GMT	https://www.bashundharagroup.com/article/ewpd-moves-to-digitise-documentation-with-support-of-techone	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/ewpd-moves-to-digitise-documentation-with-support-of-techone.html	(from https://www.bashundharagroup.com/)
09:44:58	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:44:57%20GMT	http://www.bashundharagroup.com/article/bashundhara-group-stands-by-flood-hit-people-in-sylhet	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-stands-by-flood-hit-people-in-sylhet	(from https://www.bashundharagroup.com/)
09:45:00	73338/73338	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:44:58%20GMT	https://www.bashundharagroup.com/article/bashundhara-group-stands-by-flood-hit-people-in-sylhet	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-stands-by-flood-hit-people-in-sylhet.html	(from https://www.bashundharagroup.com/)
09:45:00	210476/210476	---M--	200	added ('OK')	image/jpeg	etag:%223362c-56f9831df8e80%22	http://www.bashundharagroup.com/assets/upload/banner/banner_1525931572.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/banner/banner_1525931572.jpg	(from https://www.bashundharagroup.com/)
09:45:00	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:00%20GMT	http://www.bashundharagroup.com/article/bashundhara-multi-trading-hosts-annual-business-conference	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-multi-trading-hosts-annual-business-conference.3c.delayed	(from https://www.bashundharagroup.com/)
09:45:02	72457/72457	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:00%20GMT	https://www.bashundharagroup.com/article/bashundhara-multi-trading-hosts-annual-business-conference	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-multi-trading-hosts-annual-business-conference.html	(from https://www.bashundharagroup.com/)
09:45:03	26400/26400	---M--	200	added ('OK')	image/jpeg	etag:%226720-5e783927dc000%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1661927159.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1661927159.jpg	(from https://www.bashundharagroup.com/)
09:45:03	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:03%20GMT	http://www.bashundharagroup.com/article/safwan-sobhan-adorned-with-global-leader-of-the-year-2021-22	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/safwan-sobhan-adorned-with-global-leader-of-the-year-2021-22	(from https://www.bashundharagroup.com/)
09:45:05	72681/72681	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:03%20GMT	https://www.bashundharagroup.com/article/safwan-sobhan-adorned-with-global-leader-of-the-year-2021-22	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/safwan-sobhan-adorned-with-global-leader-of-the-year-2021-22.html	(from https://www.bashundharagroup.com/)
09:45:08	41284/41284	---M--	200	added ('OK')	image/jpeg	etag:%22a144-5e23dcdbab100%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1656129948.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1656129948.jpg	(from https://www.bashundharagroup.com/)
09:45:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:08%20GMT	http://www.bashundharagroup.com/article/bashundhara-group-md-honoured-as-%22person-of-the-year%22	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-md-honoured-as-_person-of-the-year_	(from https://www.bashundharagroup.com/)
09:45:10	37561/37561	---M--	200	added ('OK')	image/jpeg	etag:%2292b9-5e03275080600%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1653882192.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1653882192.jpg	(from https://www.bashundharagroup.com/)
09:45:10	72541/72541	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:08%20GMT	https://www.bashundharagroup.com/article/bashundhara-group-md-honoured-as-%22person-of-the-year%22	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-md-honoured-as-_person-of-the-year_.html	(from https://www.bashundharagroup.com/)
09:45:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:10%20GMT	http://www.bashundharagroup.com/article/bashundhara-group-to-supply-coal-to-rampal-power-plant	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-to-supply-coal-to-rampal-power-plant.45.delayed	(from https://www.bashundharagroup.com/)
09:45:11	35345/35345	---M--	200	added ('OK')	image/jpeg	etag:%228a11-5dc81d059ef00%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1649824978.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1649824978.jpg	(from https://www.bashundharagroup.com/)
09:45:13	74356/74356	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:11%20GMT	https://www.bashundharagroup.com/article/bashundhara-group-to-supply-coal-to-rampal-power-plant	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-group-to-supply-coal-to-rampal-power-plant.html	(from https://www.bashundharagroup.com/)
09:45:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:12%20GMT	http://www.bashundharagroup.com/article/sayem-sobhan-anvir-receives-mother-teresa-intl-award	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/sayem-sobhan-anvir-receives-mother-teresa-intl-award.48.delayed	(from https://www.bashundharagroup.com/)
09:45:15	73505/73505	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:13%20GMT	https://www.bashundharagroup.com/article/sayem-sobhan-anvir-receives-mother-teresa-intl-award	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/sayem-sobhan-anvir-receives-mother-teresa-intl-award.html	(from https://www.bashundharagroup.com/)
09:45:15	20684/20684	---M--	200	added ('OK')	image/jpeg	etag:%2250cc-5d1fae20bb300%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1638250340.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1638250340.jpg	(from https://www.bashundharagroup.com/)
09:45:15	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:15%20GMT	http://www.bashundharagroup.com/article/safwan-sobhan-elected-bezia-president	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/safwan-sobhan-elected-bezia-president.4b.delayed	(from https://www.bashundharagroup.com/)
09:45:17	73307/73307	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:15%20GMT	https://www.bashundharagroup.com/article/safwan-sobhan-elected-bezia-president	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/safwan-sobhan-elected-bezia-president.html	(from https://www.bashundharagroup.com/)
09:45:20	36005/36005	---M--	200	added ('OK')	image/jpeg	etag:%228ca5-5d9fd59e9c880%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1647057035.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1647057035.jpg	(from https://www.bashundharagroup.com/)
09:45:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:20%20GMT	http://www.bashundharagroup.com/article/bashundhara-spices-launches-3-new-bangla-fonts	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-spices-launches-3-new-bangla-fonts	(from https://www.bashundharagroup.com/)
09:45:22	77274/77274	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:20%20GMT	https://www.bashundharagroup.com/article/bashundhara-spices-launches-3-new-bangla-fonts	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-spices-launches-3-new-bangla-fonts.html	(from https://www.bashundharagroup.com/)
09:45:23	25840/25840	---M--	200	added ('OK')	image/jpeg	etag:%2264f0-5ca97b3dc8780%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1630127786.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1630127786.jpg	(from https://www.bashundharagroup.com/)
09:45:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:23%20GMT	http://www.bashundharagroup.com/article/bashundhara-ready-mix-and-construction-industries-ltd-starts-commercial-operations	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-ready-mix-and-construction-industries-ltd-starts-commercial-operations	(from https://www.bashundharagroup.com/)
09:45:23	37657/37657	---M--	200	added ('OK')	image/jpeg	etag:%229319-5d8e43cef1d80%22	http://www.bashundharagroup.com/assets/upload/cover/cover_1645849663.jpg	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/assets/upload/cover/cover_1645849663.jpg	(from https://www.bashundharagroup.com/)
09:45:25	73632/73632	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:23%20GMT	https://www.bashundharagroup.com/article/bashundhara-ready-mix-and-construction-industries-ltd-starts-commercial-operations	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-ready-mix-and-construction-industries-ltd-starts-commercial-operations.html	(from https://www.bashundharagroup.com/)
09:45:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2012%20Oct%202024%2003:45:24%20GMT	http://www.bashundharagroup.com/article/bashundhara-tissue-wins-country%e2%80%99s-%e2%80%98best-brand%e2%80%99-award-for-4th-consecutive-term	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-tissue-wins-country%e2%80%99s-%e2%80%98best-brand%e2%80%99-award-for-4th-consecutive-term	(from https://www.bashundharagroup.com/)
09:45:26	72724/72724	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Oct%202024%2003:45:25%20GMT	https://www.bashundharagroup.com/article/bashundhara-tissue-wins-country%e2%80%99s-%e2%80%98best-brand%e2%80%99-award-for-4th-consecutive-term	E:/Rayhan/bashundharagroupclon/www.bashundharagroup.com/article/bashundhara-tissue-wins-country%e2%80%99s-%e2%80%98best-brand%e2%80%99-award-for-4th-consecutive-term.html	(from https://www.bashundharagroup.com/)
